validation_fold,fraction,seed,station_code,source_fold
fold1_iberia,0.25,1,IT1215A,fold3_italy
fold1_iberia,0.25,1,IT1247A,fold3_italy
fold1_iberia,0.25,1,IT1294A,fold3_italy
fold1_iberia,0.25,1,IT1361A,fold3_italy
fold1_iberia,0.25,1,IT1456A,fold3_italy
fold1_iberia,0.25,1,IT1487A,fold3_italy
fold1_iberia,0.25,1,IT1504A,fold3_italy
fold1_iberia,0.25,1,IT1549A,fold3_italy
fold1_iberia,0.25,1,IT1575A,fold3_italy
fold1_iberia,0.25,1,IT1606A,fold3_italy
fold1_iberia,0.25,1,IT1613A,fold3_italy
fold1_iberia,0.25,1,IT1621A,fold3_italy
fold1_iberia,0.25,1,IT1702A,fold3_italy
fold1_iberia,0.25,1,IT1728A,fold3_italy
fold1_iberia,0.25,1,IT1796A,fold3_italy
fold1_iberia,0.25,1,IT1826A,fold3_italy
fold1_iberia,0.25,1,IT1827A,fold3_italy
fold1_iberia,0.25,1,IT1878A,fold3_italy
fold1_iberia,0.25,1,IT1900A,fold3_italy
fold1_iberia,0.25,1,IT1902A,fold3_italy
fold1_iberia,0.25,1,IT1914A,fold3_italy
fold1_iberia,0.25,1,IT1915A,fold3_italy
fold1_iberia,0.25,1,IT1921A,fold3_italy
fold1_iberia,0.25,1,IT1993A,fold3_italy
fold1_iberia,0.25,1,IT2003A,fold3_italy
fold1_iberia,0.25,1,IT2013A,fold3_italy
fold1_iberia,0.25,1,IT2023A,fold3_italy
fold1_iberia,0.25,1,IT2032A,fold3_italy
fold1_iberia,0.25,1,IT2039A,fold3_italy
fold1_iberia,0.25,1,IT2056A,fold3_italy
fold1_iberia,0.25,1,IT2068A,fold3_italy
fold1_iberia,0.25,1,IT2073A,fold3_italy
fold1_iberia,0.25,1,IT2078A,fold3_italy
fold1_iberia,0.25,1,IT2101A,fold3_italy
fold1_iberia,0.25,1,IT2113A,fold3_italy
fold1_iberia,0.25,1,IT2134A,fold3_italy
fold1_iberia,0.25,1,IT2143A,fold3_italy
fold1_iberia,0.25,1,IT2161A,fold3_italy
fold1_iberia,0.25,1,IT2166A,fold3_italy
fold1_iberia,0.25,1,IT2169A,fold3_italy
fold1_iberia,0.25,1,IT2172A,fold3_italy
fold1_iberia,0.25,1,IT2177A,fold3_italy
fold1_iberia,0.25,1,IT2201A,fold3_italy
fold1_iberia,0.25,1,IT2204A,fold3_italy
fold1_iberia,0.25,1,IT2216A,fold3_italy
fold1_iberia,0.25,1,IT2243A,fold3_italy
fold1_iberia,0.25,1,IT2247A,fold3_italy
fold1_iberia,0.25,1,IT2268A,fold3_italy
fold1_iberia,0.25,1,IT2273A,fold3_italy
fold1_iberia,0.25,1,IT2282A,fold3_italy
fold1_iberia,0.25,1,IT2294A,fold3_italy
fold1_iberia,0.25,1,IT2298A,fold3_italy
fold1_iberia,0.25,1,IT2300A,fold3_italy
fold1_iberia,0.25,1,IT2303A,fold3_italy
fold1_iberia,0.25,1,IT2322A,fold3_italy
fold1_iberia,0.25,1,IT2327A,fold3_italy
fold1_iberia,0.25,1,IT2339A,fold3_italy
fold1_iberia,0.25,1,LT00003,fold5_north
fold1_iberia,0.25,1,LT00023,fold5_north
fold1_iberia,0.25,1,LT00041,fold5_north
fold1_iberia,0.25,1,LV0010R,fold5_north
fold1_iberia,0.25,1,LV0026A,fold5_north
fold1_iberia,0.25,1,LV0031A,fold5_north
fold1_iberia,0.25,1,MK0030A,fold7_balkan_s
fold1_iberia,0.25,1,MK0034A,fold7_balkan_s
fold1_iberia,0.25,1,MK0041A,fold7_balkan_s
fold1_iberia,0.25,1,MK0047A,fold7_balkan_s
fold1_iberia,0.25,1,MK0049A,fold7_balkan_s
fold1_iberia,0.25,1,NL00016,fold2_france
fold1_iberia,0.25,1,NL00017,fold2_france
fold1_iberia,0.25,1,NL00138,fold2_france
fold1_iberia,0.25,1,NL00240,fold2_france
fold1_iberia,0.25,1,NL00449,fold2_france
fold1_iberia,0.25,1,NL00538,fold2_france
fold1_iberia,0.25,1,NL00572,fold2_france
fold1_iberia,0.25,1,NL00641,fold2_france
fold1_iberia,0.25,1,NL00643,fold2_france
fold1_iberia,0.25,1,NL00704,fold2_france
fold1_iberia,0.25,1,NL00938,fold2_france
fold1_iberia,0.25,1,NO0063A,fold5_north
fold1_iberia,0.25,1,NO0071A,fold5_north
fold1_iberia,0.25,1,NO0076A,fold5_north
fold1_iberia,0.25,1,NO0114A,fold5_north
fold1_iberia,0.25,1,NO0122A,fold5_north
fold1_iberia,0.25,1,NO0128A,fold5_north
fold1_iberia,0.25,1,NO0130A,fold5_north
fold1_iberia,0.25,1,PL0047A,fold8_poland
fold1_iberia,0.25,1,PL0064A,fold8_poland
fold1_iberia,0.25,1,PL0079A,fold8_poland
fold1_iberia,0.25,1,PL0091A,fold8_poland
fold1_iberia,0.25,1,PL0150A,fold8_poland
fold1_iberia,0.25,1,PL0197A,fold8_poland
fold1_iberia,0.25,1,PL0209A,fold8_poland
fold1_iberia,0.25,1,PL0245A,fold8_poland
fold1_iberia,0.25,1,PL0248A,fold8_poland
fold1_iberia,0.25,1,PL0295A,fold8_poland
fold1_iberia,0.25,1,PL0308A,fold8_poland
fold1_iberia,0.25,1,PL0398A,fold8_poland
fold1_iberia,0.25,1,PL0413A,fold8_poland
fold1_iberia,0.25,1,PL0491A,fold8_poland
fold1_iberia,0.25,1,PL0502A,fold8_poland
fold1_iberia,0.25,1,PL0503A,fold8_poland
fold1_iberia,0.25,1,PL0504A,fold8_poland
fold1_iberia,0.25,1,PL0534A,fold8_poland
fold1_iberia,0.25,1,PL0544A,fold8_poland
fold1_iberia,0.25,1,PL0552A,fold8_poland
fold1_iberia,0.25,1,PL0565A,fold8_poland
fold1_iberia,0.25,1,PL0567A,fold8_poland
fold1_iberia,0.25,1,PL0585A,fold8_poland
fold1_iberia,0.25,1,PL0591A,fold8_poland
fold1_iberia,0.25,1,PL0594A,fold8_poland
fold1_iberia,0.25,1,PL0621A,fold8_poland
fold1_iberia,0.25,1,PL0674A,fold8_poland
fold1_iberia,0.25,1,PL0677A,fold8_poland
fold1_iberia,0.25,1,PL0684A,fold8_poland
fold1_iberia,0.25,1,PL0702A,fold8_poland
fold1_iberia,0.25,1,PL0709A,fold8_poland
fold1_iberia,0.25,1,PL0764A,fold8_poland
fold1_iberia,0.25,1,PL0767A,fold8_poland
fold1_iberia,0.25,1,PL0773A,fold8_poland
fold1_iberia,0.25,1,PL0783A,fold8_poland
fold1_iberia,0.25,1,PL0825A,fold8_poland
fold1_iberia,0.25,1,PL0836A,fold8_poland
fold1_iberia,0.25,1,RO0159A,fold6_balkan_e
fold1_iberia,0.25,1,RO0176A,fold6_balkan_e
fold1_iberia,0.25,1,RO0211A,fold6_balkan_e
fold1_iberia,0.25,1,RO0222A,fold6_balkan_e
fold1_iberia,0.25,1,RO0234A,fold6_balkan_e
fold1_iberia,0.25,1,RO0236A,fold6_balkan_e
fold1_iberia,0.25,1,RO0237A,fold6_balkan_e
fold1_iberia,0.25,1,RO0246A,fold6_balkan_e
fold1_iberia,0.25,1,RO0258A,fold6_balkan_e
fold1_iberia,0.25,1,RO0262A,fold6_balkan_e
fold1_iberia,0.25,1,RO0263A,fold6_balkan_e
fold1_iberia,0.25,1,RS0028A,fold6_balkan_e
fold1_iberia,0.25,1,RS0032A,fold6_balkan_e
fold1_iberia,0.25,1,RS0052A,fold6_balkan_e
fold1_iberia,0.25,1,RS0055A,fold6_balkan_e
fold1_iberia,0.25,1,SE0003A,fold5_north
fold1_iberia,0.25,1,SE0022A,fold5_north
fold1_iberia,0.25,1,SE0066A,fold5_north
fold1_iberia,0.25,1,SE0085A,fold5_north
fold1_iberia,0.25,1,SE0095A,fold5_north
fold1_iberia,0.25,1,SE0117A,fold5_north
fold1_iberia,0.25,1,SE363816,fold5_north
fold1_iberia,0.25,1,SE37479,fold5_north
fold1_iberia,0.25,1,SI0003A,fold6_balkan_e
fold1_iberia,0.25,1,SI0033A,fold6_balkan_e
fold1_iberia,0.25,1,SI0036A,fold6_balkan_e
fold1_iberia,0.25,1,SI0074A,fold6_balkan_e
fold1_iberia,0.25,1,SI0075A,fold6_balkan_e
fold1_iberia,0.25,1,SI0077A,fold6_balkan_e
fold1_iberia,0.25,1,SK0002A,fold8_poland
fold1_iberia,0.25,1,SK0020A,fold8_poland
fold1_iberia,0.25,1,SK0031A,fold8_poland
fold1_iberia,0.25,1,SK0047A,fold8_poland
fold1_iberia,0.25,1,SK0061A,fold8_poland
fold1_iberia,0.25,1,SK0068A,fold8_poland
fold1_iberia,0.25,1,SK0071A,fold8_poland
fold1_iberia,0.25,1,SK0072A,fold8_poland
fold1_iberia,0.25,1,SK0073A,fold8_poland
fold1_iberia,0.25,1,SK0264A,fold8_poland
fold1_iberia,0.25,1,SK0268A,fold8_poland
fold1_iberia,0.25,1,TR0022A,fold7_balkan_s
fold1_iberia,0.25,1,TR0023A,fold7_balkan_s
fold1_iberia,0.25,1,TR0033A,fold7_balkan_s
fold1_iberia,0.25,1,TR0049A,fold7_balkan_s
fold1_iberia,0.25,1,TR0052A,fold7_balkan_s
fold1_iberia,0.25,1,TR0055A,fold7_balkan_s
fold1_iberia,0.25,1,TR0056A,fold7_balkan_s
fold1_iberia,0.25,1,TR0099A,fold7_balkan_s
fold1_iberia,0.25,1,TR061141,fold7_balkan_s
fold1_iberia,0.25,1,TR062131,fold7_balkan_s
fold1_iberia,0.25,1,TR110241,fold7_balkan_s
fold1_iberia,0.25,1,TR140441,fold7_balkan_s
fold1_iberia,0.25,1,TR160512,fold7_balkan_s
fold1_iberia,0.25,1,TR170313,fold7_balkan_s
fold1_iberia,0.25,1,TR220213,fold7_balkan_s
fold1_iberia,0.25,1,TR260441,fold7_balkan_s
fold1_iberia,0.25,1,TR340841,fold7_balkan_s
fold1_iberia,0.25,1,TR343041,fold7_balkan_s
fold1_iberia,0.25,1,TR420831,fold7_balkan_s
fold1_iberia,0.25,1,TR421113,fold7_balkan_s
fold1_iberia,0.25,1,TR430241,fold7_balkan_s
fold1_iberia,0.25,1,TR520341,fold7_balkan_s
fold1_iberia,0.25,1,TR580141,fold7_balkan_s
fold1_iberia,0.25,1,TR580231,fold7_balkan_s
fold1_iberia,0.25,1,TR670322,fold7_balkan_s
fold1_iberia,0.25,1,TR770313,fold7_balkan_s
fold1_iberia,0.25,1,TR780121,fold7_balkan_s
fold1_iberia,0.25,1,TR780521,fold7_balkan_s
fold1_iberia,0.25,1,XK0003A,fold6_balkan_e
fold1_iberia,0.25,1,XK0008A,fold6_balkan_e
fold1_iberia,0.25,2,AT0ENK1,fold4_alpine
fold1_iberia,0.25,2,AT0ILL1,fold4_alpine
fold1_iberia,0.25,2,AT10001,fold4_alpine
fold1_iberia,0.25,2,AT2KA21,fold4_alpine
fold1_iberia,0.25,2,AT2WO15,fold4_alpine
fold1_iberia,0.25,2,AT30104,fold4_alpine
fold1_iberia,0.25,2,AT30407,fold4_alpine
fold1_iberia,0.25,2,AT30599,fold4_alpine
fold1_iberia,0.25,2,AT31406,fold4_alpine
fold1_iberia,0.25,2,AT31413,fold4_alpine
fold1_iberia,0.25,2,AT31905,fold4_alpine
fold1_iberia,0.25,2,AT32701,fold4_alpine
fold1_iberia,0.25,2,AT4S184,fold4_alpine
fold1_iberia,0.25,2,AT56072,fold4_alpine
fold1_iberia,0.25,2,AT60164,fold4_alpine
fold1_iberia,0.25,2,AT60173,fold4_alpine
fold1_iberia,0.25,2,AT60176,fold4_alpine
fold1_iberia,0.25,2,AT72821,fold4_alpine
fold1_iberia,0.25,2,AT900KE,fold4_alpine
fold1_iberia,0.25,2,AT90TAB,fold4_alpine
fold1_iberia,0.25,2,BA0045A,fold6_balkan_e
fold1_iberia,0.25,2,BA0058A,fold6_balkan_e
fold1_iberia,0.25,2,BA0061A,fold6_balkan_e
fold1_iberia,0.25,2,BA0062A,fold6_balkan_e
fold1_iberia,0.25,2,BELGK37,fold2_france
fold1_iberia,0.25,2,BELRL01,fold2_france
fold1_iberia,0.25,2,BELSA04,fold2_france
fold1_iberia,0.25,2,BETH201,fold2_france
fold1_iberia,0.25,2,BETMK02,fold2_france
fold1_iberia,0.25,2,BETN016,fold2_france
fold1_iberia,0.25,2,BETN043,fold2_france
fold1_iberia,0.25,2,BETN054,fold2_france
fold1_iberia,0.25,2,BETN060,fold2_france
fold1_iberia,0.25,2,BETR222,fold2_france
fold1_iberia,0.25,2,BETR237,fold2_france
fold1_iberia,0.25,2,BETR401,fold2_france
fold1_iberia,0.25,2,BETR501,fold2_france
fold1_iberia,0.25,2,BETR502,fold2_france
fold1_iberia,0.25,2,BETR802,fold2_france
fold1_iberia,0.25,2,BETR817,fold2_france
fold1_iberia,0.25,2,BETZD08,fold2_france
fold1_iberia,0.25,2,BG0051A,fold6_balkan_e
fold1_iberia,0.25,2,CH0005A,fold4_alpine
fold1_iberia,0.25,2,CH0008A,fold4_alpine
fold1_iberia,0.25,2,CH0010A,fold4_alpine
fold1_iberia,0.25,2,CH0033A,fold4_alpine
fold1_iberia,0.25,2,CZ0BKUC,fold8_poland
fold1_iberia,0.25,2,CZ0JKRI,fold8_poland
fold1_iberia,0.25,2,CZ0JZNZ,fold8_poland
fold1_iberia,0.25,2,CZ0KSOM,fold8_poland
fold1_iberia,0.25,2,CZ0LHVI,fold8_poland
fold1_iberia,0.25,2,CZ0LUHL,fold8_poland
fold1_iberia,0.25,2,CZ0MOLJ,fold8_poland
fold1_iberia,0.25,2,CZ0MPRR,fold8_poland
fold1_iberia,0.25,2,CZ0MVBY,fold8_poland
fold1_iberia,0.25,2,CZ0PPLA,fold8_poland
fold1_iberia,0.25,2,CZ0STCS,fold8_poland
fold1_iberia,0.25,2,CZ0TBRS,fold8_poland
fold1_iberia,0.25,2,CZ0TNSV,fold8_poland
fold1_iberia,0.25,2,CZ0TOCB,fold8_poland
fold1_iberia,0.25,2,CZ0TOMH,fold8_poland
fold1_iberia,0.25,2,CZ0TOPD,fold8_poland
fold1_iberia,0.25,2,CZ0TOPR,fold8_poland
fold1_iberia,0.25,2,CZ0USTE,fold8_poland
fold1_iberia,0.25,2,CZ0UULK,fold8_poland
fold1_iberia,0.25,2,CZ0ZZLN,fold8_poland
fold1_iberia,0.25,2,CZ0ZZZS,fold8_poland
fold1_iberia,0.25,2,DEBW015,fold4_alpine
fold1_iberia,0.25,2,DEBW023,fold4_alpine
fold1_iberia,0.25,2,DEBW024,fold4_alpine
fold1_iberia,0.25,2,DEBW031,fold4_alpine
fold1_iberia,0.25,2,DEBW039,fold4_alpine
fold1_iberia,0.25,2,DEBW042,fold4_alpine
fold1_iberia,0.25,2,DEBW052,fold4_alpine
fold1_iberia,0.25,2,DEBW087,fold4_alpine
fold1_iberia,0.25,2,DEBW122,fold4_alpine
fold1_iberia,0.25,2,DEBY002,fold4_alpine
fold1_iberia,0.25,2,DEBY009,fold4_alpine
fold1_iberia,0.25,2,DEBY067,fold4_alpine
fold1_iberia,0.25,2,DEBY072,fold4_alpine
fold1_iberia,0.25,2,DEBY075,fold4_alpine
fold1_iberia,0.25,2,DEBY077,fold4_alpine
fold1_iberia,0.25,2,DEBY118,fold4_alpine
fold1_iberia,0.25,2,DEHE008,fold4_alpine
fold1_iberia,0.25,2,DEHE013,fold4_alpine
fold1_iberia,0.25,2,DEHE030,fold4_alpine
fold1_iberia,0.25,2,DEHE037,fold4_alpine
fold1_iberia,0.25,2,DEHE040,fold4_alpine
fold1_iberia,0.25,2,DEHE045,fold4_alpine
fold1_iberia,0.25,2,DEHE059,fold4_alpine
fold1_iberia,0.25,2,DEHE060,fold4_alpine
fold1_iberia,0.25,2,DEHE131,fold4_alpine
fold1_iberia,0.25,2,DENW021,fold4_alpine
fold1_iberia,0.25,2,DENW038,fold4_alpine
fold1_iberia,0.25,2,DENW062,fold4_alpine
